0.000000 800.000000 5.000000 134.000000 100.000000 12.000000 1900.000000 1000.000000 1900.000000 552.000000 1900.000000 5549.000000 1900.000000 
1.000000 809.000000 305.000000 139.000000 109.000000 23.000000 2100.000000 1011.000000 2100.000000 563.000000 2100.000000 117862.000000 2800.000000 
2.000000 818.000000 605.000000 144.000000 118.000000 34.000000 2300.000000 1022.000000 2300.000000 574.000000 2300.000000 230175.000000 3700.000000 
3.000000 827.000000 905.000000 149.000000 127.000000 45.000000 2500.000000 1033.000000 2500.000000 585.000000 2500.000000 342488.000000 4600.000000 
4.000000 836.000000 1205.000000 154.000000 136.000000 56.000000 2700.000000 1044.000000 2700.000000 596.000000 2700.000000 454801.000000 5500.000000 
5.000000 845.000000 1505.000000 159.000000 145.000000 67.000000 2900.000000 1055.000000 2900.000000 607.000000 2900.000000 567114.000000 6400.000000 
6.000000 854.000000 1805.000000 164.000000 154.000000 78.000000 3100.000000 1066.000000 3100.000000 618.000000 3100.000000 679427.000000 7300.000000 
7.000000 863.000000 2105.000000 169.000000 163.000000 89.000000 3300.000000 1077.000000 3300.000000 629.000000 3300.000000 791740.000000 8200.000000 
8.000000 872.000000 2405.000000 174.000000 172.000000 100.000000 3500.000000 1088.000000 3500.000000 640.000000 3500.000000 904053.000000 9100.000000 
9.000000 881.000000 2705.000000 179.000000 181.000000 111.000000 3700.000000 1099.000000 3700.000000 651.000000 3700.000000 1016366.000000 10000.000000 
10.000000 890.000000 3005.000000 184.000000 190.000000 122.000000 3900.000000 1110.000000 3900.000000 662.000000 3900.000000 1128679.000000 10900.000000 
11.000000 899.000000 3305.000000 189.000000 199.000000 133.000000 4100.000000 1121.000000 4100.000000 673.000000 4100.000000 1240992.000000 11800.000000 
12.000000 908.000000 3605.000000 194.000000 208.000000 144.000000 4300.000000 1132.000000 4300.000000 684.000000 4300.000000 1353305.000000 12700.000000 
13.000000 917.000000 3905.000000 199.000000 217.000000 155.000000 4500.000000 1143.000000 4500.000000 695.000000 4500.000000 1465618.000000 13600.000000 
14.000000 926.000000 4205.000000 204.000000 226.000000 166.000000 4700.000000 1154.000000 4700.000000 706.000000 4700.000000 1577931.000000 14500.000000 
15.000000 935.000000 4505.000000 209.000000 235.000000 177.000000 4900.000000 1165.000000 4900.000000 717.000000 4900.000000 1690244.000000 15400.000000 
16.000000 944.000000 4805.000000 214.000000 244.000000 188.000000 5100.000000 1176.000000 5100.000000 728.000000 5100.000000 1802557.000000 16300.000000 
17.000000 953.000000 5105.000000 219.000000 253.000000 199.000000 5300.000000 1187.000000 5300.000000 739.000000 5300.000000 1914870.000000 17200.000000 
18.000000 962.000000 5405.000000 224.000000 262.000000 210.000000 5500.000000 1198.000000 5500.000000 750.000000 5500.000000 2027183.000000 18100.000000 
19.000000 971.000000 5705.000000 229.000000 271.000000 221.000000 5700.000000 1209.000000 5700.000000 761.000000 5700.000000 2139496.000000 19000.000000 
20.000000 980.000000 6005.000000 234.000000 280.000000 232.000000 5900.000000 1220.000000 5900.000000 772.000000 5900.000000 2251809.000000 19900.000000 
21.000000 989.000000 6305.000000 239.000000 289.000000 243.000000 6100.000000 1231.000000 6100.000000 783.000000 6100.000000 2364122.000000 20800.000000 
22.000000 998.000000 6605.000000 244.000000 298.000000 254.000000 6300.000000 1242.000000 6300.000000 794.000000 6300.000000 2476435.000000 21700.000000 
23.000000 1007.000000 6905.000000 249.000000 307.000000 265.000000 6500.000000 1253.000000 6500.000000 805.000000 6500.000000 2588748.000000 22600.000000 
